"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","goals","victory","defeat","egality","home_team_code","away_team_code"
"2013-03-23","Cyprus","Switzerland","0","0","FIFA World Cup qualification","Nicosia","Cyprus","FALSE","1028","32,73480662983425","45,16574585635359","22,099447513812155","CY","CH"
"2013-06-08","Switzerland","Cyprus","1","0","FIFA World Cup qualification","Geneva","Switzerland","FALSE","1029","32,827586206896555","45,10344827586207","22,06896551724138","CH","CY"
"2013-08-14","Switzerland","Brazil","1","0","Friendly","Basel","Switzerland","FALSE","1030","32,92011019283746","45,04132231404959","22,038567493112946","CH","BR"
"2013-09-06","Switzerland","Iceland","4","4","FIFA World Cup qualification","Berne","Switzerland","FALSE","1034","32,874828060522695","44,97936726272352","22,145804676753784","CH","IS"
"2013-09-10","Norway","Switzerland","0","2","FIFA World Cup qualification","Oslo","Norway","FALSE","1036","32,967032967032964","44,917582417582416","22,115384615384617","NO","CH"
"2013-10-11","Albania","Switzerland","1","2","FIFA World Cup qualification","Tirana","Albania","FALSE","1038","33,05898491083676","44,8559670781893","22,08504801097394","AL","CH"
"2013-10-15","Switzerland","Slovenia","1","0","FIFA World Cup qualification","Berne","Switzerland","FALSE","1039","33,15068493150685","44,794520547945204","22,054794520547944","CH","SI"
"2013-11-15","South Korea","Switzerland","2","1","Friendly","Seoul","South Korea","FALSE","1040","33,10533515731874","44,87004103967168","22,024623803009575",,"CH"
"2014-03-05","Switzerland","Croatia","2","2","Friendly","St. Gallen","Switzerland","FALSE","1042","33,060109289617486","44,80874316939891","22,131147540983605","CH","HR"
"2014-05-30","Switzerland","Jamaica","1","0","Friendly","Lucerne","Switzerland","FALSE","1043","33,15143246930423","44,74761255115962","22,10095497953615","CH","JM"
"2014-06-03","Switzerland","Peru","2","0","Friendly","Lucerne","Switzerland","FALSE","1045","33,2425068119891","44,6866485013624","22,070844686648503","CH","PE"
"2014-06-15","Switzerland","Ecuador","2","1","FIFA World Cup","Brasília","Brazil","TRUE","1047","33,333333333333336","44,625850340136054","22,040816326530614","CH","EC"
"2014-06-20","Switzerland","France","2","5","FIFA World Cup","Salvador","Brazil","TRUE","1049","33,28804347826087","44,70108695652174","22,01086956521739","CH","FR"
"2014-06-25","Honduras","Switzerland","0","3","FIFA World Cup","Manaus","Brazil","TRUE","1052","33,37856173677069","44,640434192673","21,98100407055631","HN","CH"
"2014-07-01","Argentina","Switzerland","1","0","FIFA World Cup","São Paulo","Brazil","TRUE","1052","33,333333333333336","44,71544715447155","21,951219512195124","AR","CH"
"2014-09-08","Switzerland","England","0","2","UEFA Euro qualification","Basel","Switzerland","FALSE","1052","33,28822733423545","44,79025710419486","21,921515561569688","CH","GB-ENG"
"2014-10-09","Slovenia","Switzerland","1","0","UEFA Euro qualification","Maribor","Slovenia","FALSE","1052","33,24324324324324","44,86486486486486","21,89189189189189","SI","CH"
"2014-10-14","San Marino","Switzerland","0","4","UEFA Euro qualification","Serravalle","San Marino","FALSE","1056","33,333333333333336","44,80431848852901","21,86234817813765","SM","CH"
"2014-11-15","Switzerland","Lithuania","4","0","UEFA Euro qualification","St. Gallen","Switzerland","FALSE","1060","33,42318059299191","44,74393530997305","21,83288409703504","CH","LT"
"2015-03-27","Switzerland","Estonia","3","0","UEFA Euro qualification","Lucerne","Switzerland","FALSE","1063","33,51278600269179","44,68371467025572","21,80349932705249","CH","EE"
"2015-03-31","Switzerland","United States","1","1","Friendly","Zürich","Switzerland","FALSE","1064","33,46774193548387","44,623655913978496","21,908602150537636","CH","US"
"2015-06-10","Switzerland","Liechtenstein","3","0","Friendly","Thun","Switzerland","FALSE","1067","33,557046979865774","44,56375838926174","21,879194630872483","CH","LI"
"2015-06-14","Lithuania","Switzerland","1","2","UEFA Euro qualification","Vilnius","Lithuania","FALSE","1069","33,64611260053619","44,50402144772118","21,84986595174263","LT","CH"
"2015-09-05","Switzerland","Slovenia","3","2","UEFA Euro qualification","Basel","Switzerland","FALSE","1072","33,734939759036145","44,44444444444444","21,820615796519412","CH","SI"
"2015-09-08","England","Switzerland","2","0","UEFA Euro qualification","London","England","FALSE","1072","33,68983957219251","44,518716577540104","21,79144385026738","GB-ENG","CH"
"2015-10-09","Switzerland","San Marino","7","0","UEFA Euro qualification","St. Gallen","Switzerland","FALSE","1079","33,77837116154873","44,45927903871829","21,762349799732977","CH","SM"
"2015-10-12","Estonia","Switzerland","0","1","UEFA Euro qualification","Tallinn","Estonia","FALSE","1080","33,86666666666667","44,4","21,733333333333334","EE","CH"
"2015-11-13","Slovakia","Switzerland","3","2","Friendly","Trnava","Slovakia","FALSE","1082","33,82157123834887","44,47403462050599","21,70439414114514","SK","CH"
"2015-11-17","Austria","Switzerland","1","2","Friendly","Vienna","Austria","FALSE","1084","33,909574468085104","44,41489361702128","21,675531914893618","AT","CH"
"2016-03-25","Republic of Ireland","Switzerland","1","0","Friendly","Dublin","Republic of Ireland","FALSE","1084","33,864541832669325","44,48871181938911","21,646746347941566","IE","CH"
"2016-03-29","Switzerland","Bosnia and Herzegovina","0","2","Friendly","Zürich","Switzerland","FALSE","1084","33,819628647214856","44,56233421750663","21,618037135278513","CH","BA"
"2016-05-28","Switzerland","Belgium","1","2","Friendly","Geneva","Switzerland","FALSE","1085","33,77483443708609","44,63576158940398","21,589403973509935","CH","BE"
"2016-06-03","Switzerland","Moldova","2","1","Friendly","Lugano","Switzerland","FALSE","1087","33,86243386243386","44,576719576719576","21,56084656084656","CH","MO"
"2016-06-11","Albania","Switzerland","0","1","UEFA Euro","Lens","France","TRUE","1088","33,949801849405546","44,51783355350066","21,532364597093792","AL","CH"
"2016-06-15","Romania","Switzerland","1","1","UEFA Euro","Paris","France","TRUE","1089","33,90501319261214","44,45910290237467","21,63588390501319","RO","CH"
"2016-06-19","France","Switzerland","0","0","UEFA Euro","Villeneuve-d'Ascq","France","FALSE","1089","33,86034255599473","44,400527009222664","21,73913043478261","FR","CH"
"2016-06-25","Switzerland","Poland","1","1","UEFA Euro","Saint-Étienne","France","TRUE","1090","33,81578947368421","44,3421052631579","21,842105263157894","CH","PL"
"2016-09-06","Switzerland","Portugal","2","0","FIFA World Cup qualification","Basel","Switzerland","FALSE","1092","33,90275952693824","44,2838370565046","21,81340341655716","CH","PT"
"2016-10-07","Hungary","Switzerland","2","3","FIFA World Cup qualification","Budapest","Hungary","FALSE","1095","33,98950131233596","44,2257217847769","21,78477690288714","HU","CH"
"2016-10-10","Andorra","Switzerland","1","2","FIFA World Cup qualification","Sant Julià de Lòria","Andorra","FALSE","1097","34,07601572739188","44,16775884665793","21,756225425950195","AD","CH"
"2016-11-13","Switzerland","Faroe Islands","2","0","FIFA World Cup qualification","Lucerne","Switzerland","FALSE","1099","34,16230366492147","44,109947643979055","21,727748691099478","CH","FO"
"2017-03-25","Switzerland","Latvia","1","0","FIFA World Cup qualification","Geneva","Switzerland","FALSE","1100","34,248366013071895","44,052287581699346","21,69934640522876","CH","LV"
"2017-06-01","Switzerland","Belarus","1","0","Friendly","Neuchâtel","Switzerland","FALSE","1101","34,33420365535248","43,994778067885115","21,671018276762403","CH","BY"
"2017-06-09","Faroe Islands","Switzerland","0","2","FIFA World Cup qualification","Tórshavn","Faroe Islands","FALSE","1103","34,41981747066493","43,9374185136897","21,642764015645373","FO","CH"
"2017-08-31","Switzerland","Andorra","3","0","FIFA World Cup qualification","St. Gallen","Switzerland","FALSE","1106","34,505208333333336","43,880208333333336","21,614583333333332","CH","AD"
"2017-09-03","Latvia","Switzerland","0","3","FIFA World Cup qualification","Riga","Latvia","FALSE","1109","34,59037711313394","43,82314694408323","21,586475942782833","LV","CH"
"2017-10-07","Switzerland","Hungary","5","2","FIFA World Cup qualification","Basel","Switzerland","FALSE","1114","34,675324675324674","43,76623376623377","21,558441558441558","CH","HU"
"2017-10-10","Portugal","Switzerland","2","0","FIFA World Cup qualification","Lisbon","Portugal","FALSE","1114","34,63035019455253","43,83916990920882","21,530479896238653","PT","CH"
"2017-11-09","Northern Ireland","Switzerland","0","1","FIFA World Cup qualification","Belfast","Northern Ireland","FALSE","1115","34,715025906735754","43,78238341968912","21,502590673575128","GB-NIR","CH"
"2017-11-12","Switzerland","Northern Ireland","0","0","FIFA World Cup qualification","Basel","Switzerland","FALSE","1115","34,67011642949547","43,72574385510996","21,604139715394567","CH","GB-NIR"
"2018-03-23","Greece","Switzerland","0","1","Friendly","Athens","Greece","FALSE","1116","34,75452196382429","43,66925064599483","21,57622739018088","GR","CH"
"2018-03-27","Switzerland","Panama","6","0","Friendly","Lucerne","Switzerland","FALSE","1122","34,83870967741935","43,61290322580645","21,548387096774192","CH","PA"
"2018-06-03","Spain","Switzerland","1","1","Friendly","Vila-real","Spain","FALSE","1123","34,79381443298969","43,55670103092783","21,649484536082475","ES","CH"
"2018-06-08","Switzerland","Japan","2","0","Friendly","Lugano","Switzerland","FALSE","1125","34,87773487773488","43,5006435006435","21,62162162162162","CH","JP"
"2018-06-17","Brazil","Switzerland","1","1","FIFA World Cup","Rostov-on-Don","Russia","TRUE","1126","34,832904884318765","43,44473007712082","21,72236503856041","BR","CH"
"2018-06-22","Serbia","Switzerland","1","2","FIFA World Cup","Kaliningrad","Russia","TRUE","1128","34,91655969191271","43,38896020539153","21,694480102695763","RS","CH"
"2018-06-27","Switzerland","Costa Rica","2","2","FIFA World Cup","Nizhny Novgorod","Russia","TRUE","1130","34,87179487179487","43,333333333333336","21,794871794871796","CH","CR"
"2018-07-03","Sweden","Switzerland","1","0","FIFA World Cup","Saint Petersburg","Russia","TRUE","1130","34,82714468629962","43,40588988476313","21,76696542893726","SE","CH"
"2018-09-08","Switzerland","Iceland","6","0","UEFA Nations League","St. Gallen","Switzerland","FALSE","1136","34,910485933503836","43,350383631713555","21,73913043478261","CH","IS"
"2018-09-11","England","Switzerland","1","0","Friendly","London","England","FALSE","1136","34,86590038314176","43,42273307790549","21,711366538952745","GB-ENG","CH"
"2018-10-12","Belgium","Switzerland","2","1","UEFA Nations League","Brussels","Belgium","FALSE","1137","34,82142857142857","43,494897959183675","21,683673469387756","BE","CH"
"2018-10-15","Iceland","Switzerland","1","2","UEFA Nations League","Reykjavík","Iceland","FALSE","1139","34,904458598726116","43,439490445859875","21,656050955414013","IS","CH"
"2018-11-14","Switzerland","Qatar","0","1","Friendly","Lugano","Switzerland","FALSE","1139","34,86005089058524","43,51145038167939","21,62849872773537","CH","QA"
"2018-11-18","Switzerland","Belgium","5","2","UEFA Nations League","Lucerne","Switzerland","FALSE","1144","34,9428208386277","43,4561626429479","21,601016518424398","CH","BE"
"2019-03-23","Georgia","Switzerland","0","2","UEFA Euro qualification","Tbilisi","Georgia","FALSE","1146","35,025380710659896","43,401015228426395","21,573604060913706","GE","CH"
"2019-03-26","Switzerland","Denmark","3","3","UEFA Euro qualification","Basel","Switzerland","FALSE","1149","34,98098859315589","43,346007604562736","21,673003802281368","CH","DK"
"2019-06-05","Portugal","Switzerland","3","1","UEFA Nations League","Porto","Portugal","FALSE","1150","34,936708860759495","43,41772151898734","21,645569620253166","PT","CH"
"2019-06-09","Switzerland","England","0","0","UEFA Nations League","Guimarães","Portugal","TRUE","1150","34,89254108723135","43,36283185840708","21,74462705436157","CH","GB-ENG"
"2019-09-05","Republic of Ireland","Switzerland","1","1","UEFA Euro qualification","Dublin","Republic of Ireland","FALSE","1151","34,84848484848485","43,30808080808081","21,843434343434343","IE","CH"
"2019-09-08","Switzerland","Gibraltar","4","0","UEFA Euro qualification","Sion","Switzerland","FALSE","1155","34,93064312736444","43,253467843631775","21,815889029003785","CH","GI"
"2019-10-12","Denmark","Switzerland","1","0","UEFA Euro qualification","Copenhagen","Denmark","FALSE","1155","34,886649874055415","43,32493702770781","21,788413098236777","DK","CH"
"2019-10-15","Switzerland","Republic of Ireland","2","0","UEFA Euro qualification","Geneva","Switzerland","FALSE","1157","34,9685534591195","43,270440251572325","21,761006289308177","CH","IE"
"2019-11-15","Switzerland","Georgia","1","0","UEFA Euro qualification","St. Gallen","Switzerland","FALSE","1158","35,050251256281406","43,21608040201005","21,733668341708544","CH","GE"
"2019-11-18","Gibraltar","Switzerland","1","6","UEFA Euro qualification","Gibraltar","Gibraltar","FALSE","1164","35,131744040150565","43,16185696361355","21,706398996235883","GI","CH"
"2020-09-03","Ukraine","Switzerland","2","1","UEFA Nations League","Lviv","Ukraine","FALSE","1165","35,08771929824562","43,233082706766915","21,67919799498747","UA","CH"
"2020-09-06","Switzerland","Germany","1","1","UEFA Nations League","Basel","Switzerland","FALSE","1166","35,04380475594493","43,178973717146434","21,777221526908637","CH","DE"
"2020-10-07","Switzerland","Croatia","1","2","Friendly","St. Gallen","Switzerland","FALSE","1167","35","43,25","21,75","CH","HR"
"2020-10-10","Spain","Switzerland","1","0","UEFA Nations League","Madrid","Spain","FALSE","1167","34,95630461922597","43,320848938826465","21,722846441947567","ES","CH"
"2020-10-13","Germany","Switzerland","3","3","UEFA Nations League","Cologne","Germany","FALSE","1170","34,912718204488776","43,266832917705734","21,820448877805486","DE","CH"
"2020-11-11","Belgium","Switzerland","2","1","Friendly","Leuven","Belgium","FALSE","1171","34,8692403486924","43,33748443337485","21,793275217932752","BE","CH"
"2020-11-14","Switzerland","Spain","1","1","UEFA Nations League","Basel","Switzerland","FALSE","1172","34,82587064676617","43,28358208955224","21,890547263681594","CH","ES"
"2020-11-17","Switzerland","Ukraine","3","0","UEFA Nations League","Lucerne","Switzerland","FALSE","1175","34,90683229813665","43,22981366459627","21,86335403726708","CH","UA"
"2021-03-25","Bulgaria","Switzerland","1","3","FIFA World Cup qualification","Sofia","Bulgaria","FALSE","1178","34,98759305210918","43,17617866004963","21,83622828784119","BG","CH"
"2021-03-28","Switzerland","Lithuania","1","0","FIFA World Cup qualification","St. Gallen","Switzerland","FALSE","1179","35,06815365551425","43,12267657992565","21,8091697645601","CH","LT"
"2021-03-31","Switzerland","Finland","3","2","Friendly","St. Gallen","Switzerland","FALSE","1182","35,148514851485146","43,06930693069307","21,782178217821784","CH","FI"
"2021-05-30","Switzerland","United States","2","1","Friendly","St. Gallen","Switzerland","FALSE","1184","35,22867737948084","43,016069221260814","21,755253399258343","CH","US"
"2021-06-03","Switzerland","Liechtenstein","7","0","Friendly","St. Gallen","Switzerland","FALSE","1191","35,30864197530864","42,96296296296296","21,728395061728396","CH","LI"
"2021-06-12","Wales","Switzerland","1","1","UEFA Euro","Cardiff","Wales","FALSE","1192","35,26510480887793","42,909987669543774","21,8249075215783","GB-WLS","CH"
"2021-06-16","Italy","Switzerland","3","0","UEFA Euro","Rome","Italy","FALSE","1192","35,22167487684729","42,98029556650246","21,798029556650246","IT","CH"
"2021-06-20","Switzerland","Turkey","3","1","UEFA Euro","Baku","Azerbaijan","TRUE","1195","35,30135301353013","42,92742927429274","21,771217712177123","CH","TR"
"2021-06-28","France","Switzerland","3","3","UEFA Euro","Bucharest","Romania","TRUE","1198","35,25798525798526","42,874692874692876","21,867321867321866","FR","CH"
"2021-07-02","Switzerland","Spain","1","1","UEFA Euro","Saint Petersburg","Russia","TRUE","1199","35,214723926380366","42,82208588957055","21,96319018404908","CH","ES"
"2021-09-01","Switzerland","Greece","2","1","Friendly","Basel","Switzerland","FALSE","1201","35,294117647058826","42,76960784313726","21,936274509803923","CH","GR"
"2021-09-05","Switzerland","Italy","0","0","FIFA World Cup qualification","Basel","Switzerland","FALSE","1201","35,250917992656056","42,71725826193391","22,031823745410037","CH","IT"
"2021-09-08","Northern Ireland","Switzerland","0","0","FIFA World Cup qualification","Belfast","Northern Ireland","FALSE","1201","35,2078239608802","42,665036674816626","22,12713936430318","GB-NIR","CH"
"2021-10-09","Switzerland","Northern Ireland","2","0","FIFA World Cup qualification","Geneva","Switzerland","FALSE","1203","35,28693528693529","42,61294261294261","22,1001221001221","CH","GB-NIR"
"2021-10-12","Lithuania","Switzerland","0","4","FIFA World Cup qualification","Vilnius","Lithuania","FALSE","1207","35,36585365853659","42,5609756097561","22,073170731707318","LT","CH"
"2021-11-12","Italy","Switzerland","1","1","FIFA World Cup qualification","Rome","Italy","FALSE","1208","35,32277710109622","42,50913520097442","22,168087697929355","IT","CH"
"2021-11-15","Switzerland","Bulgaria","4","0","FIFA World Cup qualification","Lucerne","Switzerland","FALSE","1212","35,4014598540146","42,45742092457421","22,14111922141119","CH","BG"
